"genesetname","p_value","estimate","diff","bh"
"GO_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE",1,Inf,"DOWN",1
"GO_CYTOPLASMIC_MICROTUBULE_ORGANIZATION",1,Inf,"UP",1
"GO_CYTOPLASMIC_MICROTUBULE_ORGANIZATION",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",1,0,"UP",1
"GO_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",1,0,"DOWN",1
"GO_PROTEIN_ACTIVATION_CASCADE",1,Inf,"UP",1
"GO_PROTEIN_ACTIVATION_CASCADE",0.0583066174594631,0.117696634899307,"DOWN",1
"GO_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY",0.594435463485207,0.831970309263489,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION",0.201465658227302,0.118578096465687,"DOWN",1
"GO_REGULATION_OF_COLLATERAL_SPROUTING",1,Inf,"UP",1
"GO_REGULATION_OF_COLLATERAL_SPROUTING",0.36261486599259,0.355546462703539,"DOWN",1
"GO_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY",1,Inf,"UP",1
"GO_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY",0.36261486599259,0.355546462703539,"DOWN",1
"GO_NEURON_RECOGNITION",0.609037246978089,Inf,"UP",1
"GO_NEURON_RECOGNITION",0.0610777500642457,0.233888114834693,"DOWN",1
"GO_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS",1,0,"UP",1
"GO_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS",1,0,"DOWN",1
"GO_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",1,Inf,"UP",1
"GO_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",0.0298172699684151,0.155786295614803,"DOWN",1
"GO_RESPONSE_TO_AMMONIUM_ION",1,Inf,"UP",1
"GO_RESPONSE_TO_AMMONIUM_ION",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS",0.765006449181469,1.74645901975545,"UP",1
"GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS",0.131113073291634,0.483312456155678,"DOWN",1
"GO_PINOCYTOSIS",1,Inf,"UP",1
"GO_PINOCYTOSIS",1,Inf,"DOWN",1
"GO_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS",1,Inf,"UP",1
"GO_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS",0.594435463485207,0.831970309263489,"DOWN",1
"GO_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS",1,Inf,"UP",1
"GO_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS",1,Inf,"DOWN",1
"GO_LUNG_EPITHELIUM_DEVELOPMENT",1,Inf,"UP",1
"GO_LUNG_EPITHELIUM_DEVELOPMENT",1,Inf,"DOWN",1
"GO_METENCEPHALON_DEVELOPMENT",1,Inf,"UP",1
"GO_METENCEPHALON_DEVELOPMENT",1,Inf,"DOWN",1
"GO_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY",1,Inf,"UP",1
"GO_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY",1,Inf,"DOWN",1
"GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION",0.382272857441568,Inf,"UP",1
"GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION",0.152352320739321,0.391036015326798,"DOWN",1
"GO_CELLULAR_RESPONSE_TO_VIRUS",0.36261486599259,0.355546462703539,"UP",1
"GO_CELLULAR_RESPONSE_TO_VIRUS",0.36261486599259,0.355546462703539,"DOWN",1
"GO_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY",1,0,"UP",1
"GO_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY",1,0,"DOWN",1
"GO_RESPIRATORY_GASEOUS_EXCHANGE",0.286537803859308,0.236959604707618,"UP",1
"GO_RESPIRATORY_GASEOUS_EXCHANGE",0.286537803859308,0.236959604707618,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL",1,Inf,"DOWN",1
"GO_AMINO_ACID_ACTIVATION",1,0,"UP",1
"GO_AMINO_ACID_ACTIVATION",1,0,"DOWN",1
"GO_DENDRITIC_CELL_DIFFERENTIATION",1,Inf,"UP",1
"GO_DENDRITIC_CELL_DIFFERENTIATION",1,Inf,"DOWN",1
"GO_NATURAL_KILLER_CELL_DIFFERENTIATION",1,0,"UP",1
"GO_NATURAL_KILLER_CELL_DIFFERENTIATION",1,0,"DOWN",1
"GO_BONE_TRABECULA_MORPHOGENESIS",1,Inf,"UP",1
"GO_BONE_TRABECULA_MORPHOGENESIS",1,Inf,"DOWN",1
"GO_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",1,Inf,"UP",1
"GO_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",1,Inf,"DOWN",1
"GO_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",1,Inf,"UP",1
"GO_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION",0.104395124501009,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION",0.00504915773718471,0.269245374006364,"DOWN",0.848258499847031
"GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT",1,Inf,"UP",1
"GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT",1,Inf,"DOWN",1
"GO_MUSCLE_TISSUE_DEVELOPMENT",0.0111001985801334,Inf,"UP",0.975630762891708
"GO_MUSCLE_TISSUE_DEVELOPMENT",0.317527087442096,0.632325350213724,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION",1,0,"UP",1
"GO_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION",1,0,"DOWN",1
"GO_ACID_SECRETION",1,1.9178269264835,"UP",1
"GO_ACID_SECRETION",0.242914763135327,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",1,Inf,"DOWN",1
"GO_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION",1,1.07158654070595,"UP",1
"GO_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION",0.288474822531724,0.472193200727074,"DOWN",1
"GO_REGULATION_OF_PROTEIN_BINDING",0.250331601158231,Inf,"UP",1
"GO_REGULATION_OF_PROTEIN_BINDING",0.444650824433157,0.629040821915925,"DOWN",1
"GO_CARDIAC_SEPTUM_DEVELOPMENT",0.628036473335469,Inf,"UP",1
"GO_CARDIAC_SEPTUM_DEVELOPMENT",0.0306179860907278,0.232342939061968,"DOWN",1
"GO_REGULATION_OF_ICOSANOID_SECRETION",0.286537803859308,0.236959604707618,"UP",1
"GO_REGULATION_OF_ICOSANOID_SECRETION",1,Inf,"DOWN",1
"GO_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT",1,Inf,"UP",1
"GO_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT",1,Inf,"DOWN",1
"GO_REGULATION_OF_HISTONE_METHYLATION",0.201465658227302,0.118578096465687,"UP",1
"GO_REGULATION_OF_HISTONE_METHYLATION",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION",0.201465658227302,0.118578096465687,"DOWN",1
"GO_ANTIMICROBIAL_HUMORAL_RESPONSE",0.529163975364994,0.707219073173863,"UP",1
"GO_ANTIMICROBIAL_HUMORAL_RESPONSE",0.0639870062289647,Inf,"DOWN",1
"GO_EPIDERMIS_MORPHOGENESIS",1,Inf,"UP",1
"GO_EPIDERMIS_MORPHOGENESIS",0.36261486599259,0.355546462703539,"DOWN",1
"GO_INTERMEDIATE_FILAMENT_BASED_PROCESS",0.430640723344053,0.474314071080474,"UP",1
"GO_INTERMEDIATE_FILAMENT_BASED_PROCESS",0.430640723344053,0.474314071080474,"DOWN",1
"GO_COGNITION",0.101278861283867,Inf,"UP",1
"GO_COGNITION",0.512651255941329,3.02366496585194,"DOWN",1
"GO_RESPONSE_TO_ZINC_ION",0.545833066863596,0.712522954818568,"UP",1
"GO_RESPONSE_TO_ZINC_ION",0.545833066863596,0.712522954818568,"DOWN",1
"GO_AXIS_SPECIFICATION",1,Inf,"UP",1
"GO_AXIS_SPECIFICATION",1,Inf,"DOWN",1
"GO_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS",1,Inf,"UP",1
"GO_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS",0.430640723344053,0.474314071080474,"DOWN",1
"GO_CELL_PART_MORPHOGENESIS",0.0106250833849523,7.92662355960232,"UP",0.975630762891708
"GO_CELL_PART_MORPHOGENESIS",0.0370584350131961,0.489495463178117,"DOWN",1
"GO_PIGMENT_GRANULE_LOCALIZATION",1,Inf,"UP",1
"GO_PIGMENT_GRANULE_LOCALIZATION",1,Inf,"DOWN",1
"GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY",1,1.07158654070595,"UP",1
"GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY",0.000188317954428133,0.0759991489486885,"DOWN",0.235303284057952
"GO_RESPONSE_TO_ORGANOPHOSPHORUS",0.500785055694947,2.65279640092616,"UP",1
"GO_RESPONSE_TO_ORGANOPHOSPHORUS",1,1.2545961364784,"DOWN",1
"GO_AXO_DENDRITIC_TRANSPORT",1,Inf,"UP",1
"GO_AXO_DENDRITIC_TRANSPORT",1,Inf,"DOWN",1
"GO_SKELETAL_MUSCLE_TISSUE_REGENERATION",1,Inf,"UP",1
"GO_SKELETAL_MUSCLE_TISSUE_REGENERATION",1,Inf,"DOWN",1
"GO_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0.594435463485207,0.831970309263489,"UP",1
"GO_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",1,Inf,"DOWN",1
"GO_GLAND_MORPHOGENESIS",0.711598618849884,2.16182347466524,"UP",1
"GO_GLAND_MORPHOGENESIS",0.134390542282855,0.438267792357046,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",0.430640723344053,0.474314071080474,"UP",1
"GO_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",1,Inf,"DOWN",1
"GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN",1,Inf,"UP",1
"GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN",1,Inf,"DOWN",1
"GO_RIBOSOME_BIOGENESIS",1,0,"UP",1
"GO_RIBOSOME_BIOGENESIS",1,0,"DOWN",1
"GO_B_CELL_HOMEOSTASIS",1,Inf,"UP",1
"GO_B_CELL_HOMEOSTASIS",1,Inf,"DOWN",1
"GO_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE",1,0,"UP",1
"GO_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE",1,0,"DOWN",1
"GO_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_ENDOCYTOSIS",0.382272857441568,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_ENDOCYTOSIS",0.639992843847797,0.650955246173021,"DOWN",1
"GO_MRNA_SPLICE_SITE_SELECTION",1,Inf,"UP",1
"GO_MRNA_SPLICE_SITE_SELECTION",1,Inf,"DOWN",1
"GO_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS",1,0,"UP",1
"GO_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS",1,0,"DOWN",1
"GO_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",0.594435463485207,0.831970309263489,"UP",1
"GO_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",0.594435463485207,0.831970309263489,"DOWN",1
"GO_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION",1,Inf,"DOWN",1
"GO_DENDRITIC_CELL_MIGRATION",1,Inf,"UP",1
"GO_DENDRITIC_CELL_MIGRATION",1,Inf,"DOWN",1
"GO_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS",0.36261486599259,0.355546462703539,"UP",1
"GO_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS",1,Inf,"DOWN",1
"GO_LYSOSOMAL_TRANSPORT",1,Inf,"UP",1
"GO_LYSOSOMAL_TRANSPORT",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION",1,Inf,"DOWN",1
"GO_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING",1,1.19178258082022,"UP",1
"GO_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING",0.32978261907284,0.531688078221349,"DOWN",1
"GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION",0.609037246978089,Inf,"UP",1
"GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION",1,0.951643393467967,"DOWN",1
"GO_MUSCLE_ORGAN_DEVELOPMENT",0.0169489489570222,Inf,"UP",1
"GO_MUSCLE_ORGAN_DEVELOPMENT",0.605897630050637,0.827095069614531,"DOWN",1
"GO_POSITIVE_REGULATION_OF_HEMOPOIESIS",1,1.67482181785678,"UP",1
"GO_POSITIVE_REGULATION_OF_HEMOPOIESIS",1,1.67482181785678,"DOWN",1
"GO_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS",1,Inf,"UP",1
"GO_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS",0.0184553219774655,0.116813841230889,"DOWN",1
"GO_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION",1,0,"UP",1
"GO_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION",1,0,"DOWN",1
"GO_MYELOID_CELL_HOMEOSTASIS",0.545833066863596,0.712522954818568,"UP",1
"GO_MYELOID_CELL_HOMEOSTASIS",1,Inf,"DOWN",1
"GO_REGULATION_OF_BLOOD_PRESSURE",0.349356412087136,3.14779471257741,"UP",1
"GO_REGULATION_OF_BLOOD_PRESSURE",0.759965948225291,0.950851318330519,"DOWN",1
"GO_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",0.611776725727992,Inf,"UP",1
"GO_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",1,1.07158654070595,"DOWN",1
"GO_RESPONSE_TO_ELECTRICAL_STIMULUS",1,Inf,"UP",1
"GO_RESPONSE_TO_ELECTRICAL_STIMULUS",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE",1,0,"UP",1
"GO_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE",1,0,"DOWN",1
"GO_REGULATION_OF_T_CELL_CHEMOTAXIS",1,Inf,"UP",1
"GO_REGULATION_OF_T_CELL_CHEMOTAXIS",1,Inf,"DOWN",1
"GO_REGULATION_OF_ERBB_SIGNALING_PATHWAY",1,Inf,"UP",1
"GO_REGULATION_OF_ERBB_SIGNALING_PATHWAY",1,Inf,"DOWN",1
"GO_VENTRICULAR_SEPTUM_MORPHOGENESIS",1,Inf,"UP",1
"GO_VENTRICULAR_SEPTUM_MORPHOGENESIS",0.0905114365867357,0.176519095110096,"DOWN",1
"GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS",0.286537803859308,0.236959604707618,"DOWN",1
"GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION",0.545833066863596,0.712522954818568,"DOWN",1
"GO_TOLERANCE_INDUCTION",1,Inf,"UP",1
"GO_TOLERANCE_INDUCTION",1,Inf,"DOWN",1
"GO_CHEMICAL_HOMEOSTASIS",0.384609672145581,1.56257298067731,"UP",1
"GO_CHEMICAL_HOMEOSTASIS",0.862256347223895,1.16450734526845,"DOWN",1
"GO_SYNAPSE_ORGANIZATION",0.116046436734394,4.91272826647141,"UP",1
"GO_SYNAPSE_ORGANIZATION",0.794479351630389,0.85158968611133,"DOWN",1
"GO_METANEPHROS_DEVELOPMENT",0.400831227924733,Inf,"UP",1
"GO_METANEPHROS_DEVELOPMENT",0.0806990505585474,0.349669138109674,"DOWN",1
"GO_REGULATION_OF_MICROTUBULE_BASED_PROCESS",0.628036473335469,Inf,"UP",1
"GO_REGULATION_OF_MICROTUBULE_BASED_PROCESS",0.370423078467668,0.59125035020164,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY",0.609037246978089,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY",0.0610777500642457,0.233888114834693,"DOWN",1
"GO_ENDOSOME_ORGANIZATION",1,0,"UP",1
"GO_ENDOSOME_ORGANIZATION",1,0,"DOWN",1
"GO_REGULATION_OF_WOUND_HEALING",0.735001638528176,0.829567001685297,"UP",1
"GO_REGULATION_OF_WOUND_HEALING",1,1.31565962718821,"DOWN",1
"GO_REGULATION_OF_MAPK_CASCADE",0.425262359522724,1.61054928574305,"UP",1
"GO_REGULATION_OF_MAPK_CASCADE",0.165781277291979,0.627001390518453,"DOWN",1
"GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT",1,Inf,"DOWN",1
"GO_MYELOID_LEUKOCYTE_MIGRATION",0.305153196652939,2.30954417325101,"UP",1
"GO_MYELOID_LEUKOCYTE_MIGRATION",0.305153196652939,2.30954417325101,"DOWN",1
"GO_COLLAGEN_FIBRIL_ORGANIZATION",0.258280731970705,Inf,"UP",1
"GO_COLLAGEN_FIBRIL_ORGANIZATION",0.014143977611538,0.267926978302614,"DOWN",1
"GO_POSITIVE_REGULATION_OF_NEURON_DEATH",0.611776725727992,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_NEURON_DEATH",0.611776725727992,Inf,"DOWN",1
"GO_RESPONSE_TO_ESTRADIOL",0.400831227924733,Inf,"UP",1
"GO_RESPONSE_TO_ESTRADIOL",1,1.79620141755563,"DOWN",1
"GO_CORONARY_VASCULATURE_DEVELOPMENT",1,Inf,"UP",1
"GO_CORONARY_VASCULATURE_DEVELOPMENT",0.430640723344053,0.474314071080474,"DOWN",1
"GO_CARTILAGE_DEVELOPMENT",0.573575198913487,1.99542347495739,"UP",1
"GO_CARTILAGE_DEVELOPMENT",0.0874229910679438,0.461325827262056,"DOWN",1
"GO_NEURON_PROJECTION_EXTENSION",0.15534689924714,Inf,"UP",1
"GO_NEURON_PROJECTION_EXTENSION",0.0181147027132277,0.287299102740267,"DOWN",1
"GO_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT",0.611776725727992,Inf,"UP",1
"GO_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT",0.288474822531724,0.472193200727074,"DOWN",1
"GO_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS",1,0,"UP",1
"GO_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS",1,0,"DOWN",1
"GO_RESPONSE_TO_MUSCLE_STRETCH",1,Inf,"UP",1
"GO_RESPONSE_TO_MUSCLE_STRETCH",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION",1,Inf,"DOWN",1
"GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING",1,Inf,"UP",1
"GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING",0.430640723344053,0.474314071080474,"DOWN",1
"GO_RESPONSE_TO_COLD",0.430640723344053,0.474314071080474,"UP",1
"GO_RESPONSE_TO_COLD",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT",1,0,"UP",1
"GO_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT",1,0,"DOWN",1
"GO_CIRCULATORY_SYSTEM_PROCESS",0.0261067117585262,4.1977033009928,"UP",1
"GO_CIRCULATORY_SYSTEM_PROCESS",0.155526055054542,0.604840515808469,"DOWN",1
"GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS",1,Inf,"UP",1
"GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS",0.106344950848972,0,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS",1,Inf,"DOWN",1
"GO_RESPONSE_TO_COCAINE",1,Inf,"UP",1
"GO_RESPONSE_TO_COCAINE",1,Inf,"DOWN",1
"GO_CELL_CHEMOTAXIS",0.810861704607634,1.32292193393043,"UP",1
"GO_CELL_CHEMOTAXIS",0.810861704607634,1.32292193393043,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR",1,Inf,"DOWN",1
"GO_RIBONUCLEOTIDE_CATABOLIC_PROCESS",1,Inf,"UP",1
"GO_RIBONUCLEOTIDE_CATABOLIC_PROCESS",0.286537803859308,0.236959604707618,"DOWN",1
"GO_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION",1,0,"UP",1
"GO_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION",1,0,"DOWN",1
"GO_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION",1,0,"UP",1
"GO_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION",1,0,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY",0.126539493891371,0.235426989380047,"DOWN",1
"GO_REGULATION_OF_PROSTAGLANDIN_SECRETION",0.286537803859308,0.236959604707618,"UP",1
"GO_REGULATION_OF_PROSTAGLANDIN_SECRETION",1,Inf,"DOWN",1
"GO_REGULATION_OF_PODOSOME_ASSEMBLY",1,Inf,"UP",1
"GO_REGULATION_OF_PODOSOME_ASSEMBLY",1,Inf,"DOWN",1
"GO_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS",1,Inf,"UP",1
"GO_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS",0.201465658227302,0.118578096465687,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION",1,Inf,"DOWN",1
"GO_RESPONSE_TO_AMINE",1,Inf,"UP",1
"GO_RESPONSE_TO_AMINE",1,Inf,"DOWN",1
"GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT",1,0.951643393467967,"UP",1
"GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT",0.609037246978089,Inf,"DOWN",1
"GO_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION",0.201465658227302,0.118578096465687,"UP",1
"GO_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION",1,Inf,"DOWN",1
"GO_PROTEIN_HOMOTETRAMERIZATION",0.430640723344053,0.474314071080474,"UP",1
"GO_PROTEIN_HOMOTETRAMERIZATION",0.430640723344053,0.474314071080474,"DOWN",1
"GO_HEART_TRABECULA_MORPHOGENESIS",1,Inf,"UP",1
"GO_HEART_TRABECULA_MORPHOGENESIS",1,Inf,"DOWN",1
"GO_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY",1,0,"UP",1
"GO_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY",1,0,"DOWN",1
"GO_VESICLE_LOCALIZATION",0.6842435011939,0.83077718732931,"UP",1
"GO_VESICLE_LOCALIZATION",0.400831227924733,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_CELL_FATE_COMMITMENT",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_CELL_FATE_COMMITMENT",1,Inf,"DOWN",1
